UNIQUE_IDENTIFIER,LIST_ID,LISTED_WATER_NAME,DETAILED_CAUSE,PARENT_CAUSE,CYCLE_YEAR,STATE,HUC8_LIST,FEATUREDETAILURL
MT43C002_082<<=>>2012,MT43C002_082,Butcher Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43C002_082&p_cycle=2012&p_state=MT
MT43D001_011<<=>>2012,MT43D001_011,Clarks Fork Yellowstone River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D001_011&p_cycle=2012&p_state=MT
MT43D001_011<<=>>2012,MT43D001_011,Clarks Fork Yellowstone River,"AMMONIA, TOTAL",AMMONIA,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D001_011&p_cycle=2012&p_state=MT
MT43D001_011<<=>>2012,MT43D001_011,Clarks Fork Yellowstone River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D001_011&p_cycle=2012&p_state=MT
MT43D001_011<<=>>2012,MT43D001_011,Clarks Fork Yellowstone River,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D001_011&p_cycle=2012&p_state=MT
MT43D002_010<<=>>2012,MT43D002_010,Elbow Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_010&p_cycle=2012&p_state=MT
MT43D002_010<<=>>2012,MT43D002_010,Elbow Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_010&p_cycle=2012&p_state=MT
MT43D002_020<<=>>2012,MT43D002_020,Bear Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_020&p_cycle=2012&p_state=MT
MT43D002_020<<=>>2012,MT43D002_020,Bear Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_020&p_cycle=2012&p_state=MT
MT43D002_031<<=>>2012,MT43D002_031,Bluewater Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_031&p_cycle=2012&p_state=MT
MT43D002_031<<=>>2012,MT43D002_031,Bluewater Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_031&p_cycle=2012&p_state=MT
MT43D002_060<<=>>2012,MT43D002_060,Red Lodge Creek,ORGANIC ENRICHMENT (SEWAGE) BIOLOGICAL INDICATORS,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_060&p_cycle=2012&p_state=MT
MT43D002_100<<=>>2012,MT43D002_100,Silvertip Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_100&p_cycle=2012&p_state=MT
MT43D002_100<<=>>2012,MT43D002_100,Silvertip Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_100&p_cycle=2012&p_state=MT
MT43D002_100<<=>>2012,MT43D002_100,Silvertip Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_100&p_cycle=2012&p_state=MT
MT43D002_140<<=>>2012,MT43D002_140,Cottonwood Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43D002_140&p_cycle=2012&p_state=MT
MT43F001_010<<=>>2012,MT43F001_010,Yellowstone River,DISSOLVED OXYGEN SATURATION,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43F001_010&p_cycle=2012&p_state=MT
MT43F001_010<<=>>2012,MT43F001_010,Yellowstone River,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43F001_010&p_cycle=2012&p_state=MT
MT43F001_011<<=>>2012,MT43F001_011,Yellowstone River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43F001_011&p_cycle=2012&p_state=MT
MT43F002_022<<=>>2012,MT43F002_022,Canyon Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43F002_022&p_cycle=2012&p_state=MT
MT43F002_040<<=>>2012,MT43F002_040,Valley Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43F002_040&p_cycle=2012&p_state=MT
MT43Q001_011<<=>>2012,MT43Q001_011,Yellowstone River,"AMMONIA, UN-IONIZED",AMMONIA,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43Q001_011&p_cycle=2012&p_state=MT
MT43Q002_010<<=>>2012,MT43Q002_010,Fly Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43Q002_010&p_cycle=2012&p_state=MT
MT43Q002_010<<=>>2012,MT43Q002_010,Fly Creek,DISSOLVED OXYGEN,ORGANIC ENRICHMENT/OXYGEN DEPLETION,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43Q002_010&p_cycle=2012&p_state=MT
MT43Q002_010<<=>>2012,MT43Q002_010,Fly Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43Q002_010&p_cycle=2012&p_state=MT
MT43R001_020<<=>>2012,MT43R001_020,Bighorn River,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43R001_020&p_cycle=2012&p_state=MT
MT43R002_010<<=>>2012,MT43R002_010,Tullock Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43R002_010&p_cycle=2012&p_state=MT
MT43R002_010<<=>>2012,MT43R002_010,Tullock Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT43R002_010&p_cycle=2012&p_state=MT
MT76B002_010<<=>>2012,MT76B002_010,Seventeen Mile Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_010&p_cycle=2012&p_state=MT
MT76B002_020<<=>>2012,MT76B002_020,Lap Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_020&p_cycle=2012&p_state=MT
MT76B002_060<<=>>2012,MT76B002_060,Spread Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_060&p_cycle=2012&p_state=MT
MT76B002_070<<=>>2012,MT76B002_070,Pete Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_070&p_cycle=2012&p_state=MT
MT76B002_090<<=>>2012,MT76B002_090,West Fork Yaak River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_090&p_cycle=2012&p_state=MT
MT76B002_100<<=>>2012,MT76B002_100,East Fork Yaak River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76B002_100&p_cycle=2012&p_state=MT
MT76C001_030<<=>>2012,MT76C001_030,Raven Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76C001_030&p_cycle=2012&p_state=MT
MT76C001_030<<=>>2012,MT76C001_030,Raven Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76C001_030&p_cycle=2012&p_state=MT
MT76C001_030<<=>>2012,MT76C001_030,Raven Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76C001_030&p_cycle=2012&p_state=MT
MT76D002_010<<=>>2012,MT76D002_010,Stanley Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76D002_010&p_cycle=2012&p_state=MT
MT76D002_070<<=>>2012,MT76D002_070,Lake Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76D002_070&p_cycle=2012&p_state=MT
MT76D002_110<<=>>2012,MT76D002_110,Bristow Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76D002_110&p_cycle=2012&p_state=MT
MT76D004_050<<=>>2012,MT76D004_050,Lime Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76D004_050&p_cycle=2012&p_state=MT
MT76D004_050<<=>>2012,MT76D004_050,Lime Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76D004_050&p_cycle=2012&p_state=MT
MT76E002_020<<=>>2012,MT76E002_020,East Fork Rock Creek,"NITROGEN, NITRATE",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_020&p_cycle=2012&p_state=MT
MT76E002_050<<=>>2012,MT76E002_050,Brewster Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_050&p_cycle=2012&p_state=MT
MT76E002_060<<=>>2012,MT76E002_060,South Fork Antelope Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_060&p_cycle=2012&p_state=MT
MT76E002_060<<=>>2012,MT76E002_060,South Fork Antelope Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_060&p_cycle=2012&p_state=MT
MT76E002_100<<=>>2012,MT76E002_100,Scotchman Gulch,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_100&p_cycle=2012&p_state=MT
MT76E002_110<<=>>2012,MT76E002_110,Sluice Gulch,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_110&p_cycle=2012&p_state=MT
MT76E002_120<<=>>2012,MT76E002_120,Flat Gulch,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_120&p_cycle=2012&p_state=MT
MT76E002_120<<=>>2012,MT76E002_120,Flat Gulch,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E002_120&p_cycle=2012&p_state=MT
MT76E003_012<<=>>2012,MT76E003_012,Flint Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_012&p_cycle=2012&p_state=MT
MT76E003_012<<=>>2012,MT76E003_012,Flint Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_012&p_cycle=2012&p_state=MT
MT76E003_020<<=>>2012,MT76E003_020,Douglas Creek,"NITROGEN, NITRATE",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_020&p_cycle=2012&p_state=MT
MT76E003_070<<=>>2012,MT76E003_070,Barnes Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_070&p_cycle=2012&p_state=MT
MT76E003_070<<=>>2012,MT76E003_070,Barnes Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_070&p_cycle=2012&p_state=MT
MT76E003_070<<=>>2012,MT76E003_070,Barnes Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_070&p_cycle=2012&p_state=MT
MT76E003_090<<=>>2012,MT76E003_090,Princeton Gulch,NITRATES,NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_090&p_cycle=2012&p_state=MT
MT76E003_110<<=>>2012,MT76E003_110,Smart Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E003_110&p_cycle=2012&p_state=MT
MT76E004_030<<=>>2012,MT76E004_030,Tenmile Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E004_030&p_cycle=2012&p_state=MT
MT76E004_060<<=>>2012,MT76E004_060,Rattler Gulch,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E004_060&p_cycle=2012&p_state=MT
MT76E004_070<<=>>2012,MT76E004_070,Deep Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E004_070&p_cycle=2012&p_state=MT
MT76E004_070<<=>>2012,MT76E004_070,Deep Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76E004_070&p_cycle=2012&p_state=MT
MT76F001_033<<=>>2012,MT76F001_033,Blackfoot River,"AMMONIA, UN-IONIZED",AMMONIA,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F001_033&p_cycle=2012&p_state=MT
MT76F006_010<<=>>2012,MT76F006_010,Union Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_010&p_cycle=2012&p_state=MT
MT76F006_020<<=>>2012,MT76F006_020,West Fork Ashby Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_020&p_cycle=2012&p_state=MT
MT76F006_031<<=>>2012,MT76F006_031,Elk Creek,"NITROGEN, NITRATE",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_031&p_cycle=2012&p_state=MT
MT76F006_050<<=>>2012,MT76F006_050,East Fork Ashby Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_050&p_cycle=2012&p_state=MT
MT76F006_050<<=>>2012,MT76F006_050,East Fork Ashby Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_050&p_cycle=2012&p_state=MT
MT76F006_060<<=>>2012,MT76F006_060,Camas Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_060&p_cycle=2012&p_state=MT
MT76F006_090<<=>>2012,MT76F006_090,Washoe Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_090&p_cycle=2012&p_state=MT
MT76F006_090<<=>>2012,MT76F006_090,Washoe Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_090&p_cycle=2012&p_state=MT
MT76F006_090<<=>>2012,MT76F006_090,Washoe Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76F006_090&p_cycle=2012&p_state=MT
MT76G002_061<<=>>2012,MT76G002_061,Willow Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_061&p_cycle=2012&p_state=MT
MT76G002_072<<=>>2012,MT76G002_072,Lost Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_072&p_cycle=2012&p_state=MT
MT76G002_100<<=>>2012,MT76G002_100,Dempsey Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_100&p_cycle=2012&p_state=MT
MT76G002_131<<=>>2012,MT76G002_131,Peterson Creek,TOTAL KJEHLDAHL NITROGEN (TKN),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_131&p_cycle=2012&p_state=MT
MT76G002_131<<=>>2012,MT76G002_131,Peterson Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_131&p_cycle=2012&p_state=MT
MT76G002_131<<=>>2012,MT76G002_131,Peterson Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G002_131&p_cycle=2012&p_state=MT
MT76G003_020<<=>>2012,MT76G003_020,Silver Bow Creek,NITRATES,NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G003_020&p_cycle=2012&p_state=MT
MT76G004_010<<=>>2012,MT76G004_010,Little Blackfoot River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G004_010&p_cycle=2012&p_state=MT
MT76G004_032<<=>>2012,MT76G004_032,Spotted Dog Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G004_032&p_cycle=2012&p_state=MT
MT76G004_072<<=>>2012,MT76G004_072,Dog Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G004_072&p_cycle=2012&p_state=MT
MT76G004_080<<=>>2012,MT76G004_080,Snowshoe Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G004_080&p_cycle=2012&p_state=MT
MT76G005_072<<=>>2012,MT76G005_072,Dunkleberg Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G005_072&p_cycle=2012&p_state=MT
MT76G005_082<<=>>2012,MT76G005_082,Hoover Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G005_082&p_cycle=2012&p_state=MT
MT76G005_092<<=>>2012,MT76G005_092,Gold Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76G005_092&p_cycle=2012&p_state=MT
MT76H001_020<<=>>2012,MT76H001_020,Bitterroot River,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H001_020&p_cycle=2012&p_state=MT
MT76H001_020<<=>>2012,MT76H001_020,Bitterroot River,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H001_020&p_cycle=2012&p_state=MT
MT76H001_030<<=>>2012,MT76H001_030,Bitterroot River,"NITROGEN, NITRATE",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H001_030&p_cycle=2012&p_state=MT
MT76H004_010<<=>>2012,MT76H004_010,Bass Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_010&p_cycle=2012&p_state=MT
MT76H004_080<<=>>2012,MT76H004_080,Tin Cup Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_080&p_cycle=2012&p_state=MT
MT76H004_090<<=>>2012,MT76H004_090,Sleeping Child Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_090&p_cycle=2012&p_state=MT
MT76H004_090<<=>>2012,MT76H004_090,Sleeping Child Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_090&p_cycle=2012&p_state=MT
MT76H004_110<<=>>2012,MT76H004_110,Willow Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_110&p_cycle=2012&p_state=MT
MT76H004_120<<=>>2012,MT76H004_120,Ambrose Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_120&p_cycle=2012&p_state=MT
MT76H004_120<<=>>2012,MT76H004_120,Ambrose Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_120&p_cycle=2012&p_state=MT
MT76H004_130<<=>>2012,MT76H004_130,Miller Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_130&p_cycle=2012&p_state=MT
MT76H004_130<<=>>2012,MT76H004_130,Miller Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_130&p_cycle=2012&p_state=MT
MT76H004_140<<=>>2012,MT76H004_140,Threemile Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_140&p_cycle=2012&p_state=MT
MT76H004_140<<=>>2012,MT76H004_140,Threemile Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_140&p_cycle=2012&p_state=MT
MT76H004_160<<=>>2012,MT76H004_160,North Fork Rye Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_160&p_cycle=2012&p_state=MT
MT76H004_160<<=>>2012,MT76H004_160,North Fork Rye Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_160&p_cycle=2012&p_state=MT
MT76H004_170<<=>>2012,MT76H004_170,Lick Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_170&p_cycle=2012&p_state=MT
MT76H004_170<<=>>2012,MT76H004_170,Lick Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_170&p_cycle=2012&p_state=MT
MT76H004_180<<=>>2012,MT76H004_180,Muddy Spring Creek,NITRATE/NITRITE (NITRITE + NITRATE AS N),NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_180&p_cycle=2012&p_state=MT
MT76H004_190<<=>>2012,MT76H004_190,Rye Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_190&p_cycle=2012&p_state=MT
MT76H004_190<<=>>2012,MT76H004_190,Rye Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_190&p_cycle=2012&p_state=MT
MT76H004_200<<=>>2012,MT76H004_200,North Burnt Fork Creek,"NITROGEN, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_200&p_cycle=2012&p_state=MT
MT76H004_200<<=>>2012,MT76H004_200,North Burnt Fork Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_200&p_cycle=2012&p_state=MT
MT76H004_210<<=>>2012,MT76H004_210,Sweathouse Creek,"PHOSPHORUS, TOTAL",NUTRIENTS,2012,MT,,http://ofmpub.epa.gov/waters10/attains_waterbody.control?p_list_id=MT76H004_210&p_cycle=2012&p_state=MT
